Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
201041902,KM02,20044213,Medical Incident,04/13/2020,04/13/2020,04/13/2020 03:02:39 PM,04/13/2020 03:04:42 PM,04/13/2020 03:05:05 PM,04/13/2020 03:06:00 PM,04/13/2020 03:13:58 PM,04/13/2020 03:33:49 PM,04/13/2020 03:50:10 PM,Code 2 Transport,04/13/2020 04:32:40 PM,1100 Block of 4TH ST,San Francisco,94158,B03,04,2226,3,3,3,false,,1,PRIVATE,2,3,6,Mission Bay,"(37.77314480117134, -122.391472934142)",201041902-KM02
201041902,E04,20044213,Medical Incident,04/13/2020,04/13/2020,04/13/2020 03:02:39 PM,04/13/2020 03:04:42 PM,04/13/2020 03:05:05 PM,04/13/2020 03:06:33 PM,04/13/2020 03:08:02 PM,,,Code 2 Transport,04/13/2020 03:18:52 PM,1100 Block of 4TH ST,San Francisco,94158,B03,04,2226,3,3,3,false,,1,ENGINE,1,3,6,Mission Bay,"(37.77314480117134, -122.391472934142)",201041902-E04
201041895,72,20044212,Medical Incident,04/13/2020,04/13/2020,04/13/2020 03:01:50 PM,04/13/2020 03:01:50 PM,04/13/2020 03:02:09 PM,04/13/2020 03:02:52 PM,04/13/2020 03:15:49 PM,,,SFPD,04/13/2020 03:36:07 PM,1300 Block of SUNNYDALE AVE,San Francisco,94134,B09,44,6241,A,2,2,true,Non Life-threatening,1,MEDIC,1,9,10,Visitacion Valley,"(37.71129384821521, -122.41400713084195)",201041895-72
201041857,E35,20044210,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:47:25 PM,04/13/2020 02:49:05 PM,04/13/2020 02:49:33 PM,04/13/2020 02:50:40 PM,04/13/2020 02:52:18 PM,,,Patient Declined Transport,04/13/2020 03:10:15 PM,300 Block of MAIN ST,San Francisco,94105,B03,35,2117,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,"(37.788713263082826, -122.3911380909092)",201041857-E35
201041857,87,20044210,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:47:25 PM,04/13/2020 02:49:05 PM,04/13/2020 02:49:33 PM,04/13/2020 02:49:37 PM,04/13/2020 02:54:19 PM,,,Patient Declined Transport,04/13/2020 03:24:16 PM,300 Block of MAIN ST,San Francisco,94105,B03,35,2117,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.788713263082826, -122.3911380909092)",201041857-87
201041814,T03,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:35:55 PM,,,,Fire,04/13/2020 02:49:54 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,TRUCK,8,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-T03
201041814,T01,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:36:21 PM,04/13/2020 02:37:34 PM,,,Fire,04/13/2020 02:45:04 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,TRUCK,3,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-T01
201041814,RS1,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:36:17 PM,,,,Fire,04/13/2020 02:46:41 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,RESCUE SQUAD,9,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-RS1
201041814,E41,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:35:34 PM,,,,Fire,04/13/2020 02:45:24 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Alarm,1,ENGINE,10,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-E41
201041814,E03,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:36:23 PM,04/13/2020 02:37:01 PM,,,Fire,04/13/2020 02:50:43 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Alarm,1,ENGINE,1,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-E03
201041814,E01,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:35:50 PM,04/13/2020 02:37:36 PM,,,Fire,04/13/2020 02:45:58 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Alarm,1,ENGINE,4,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-E01
201041814,D2,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:36:16 PM,04/13/2020 02:39:32 PM,,,Fire,04/13/2020 02:42:42 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,CHIEF,6,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-D2
201041814,B02,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:36:15 PM,04/13/2020 02:38:40 PM,,,Fire,04/13/2020 02:47:34 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,CHIEF,5,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-B02
201041814,B01,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:37:28 PM,04/13/2020 02:37:28 PM,,,Fire,04/13/2020 02:47:41 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,false,Alarm,1,CHIEF,2,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-B01
201041814,81,20044209,Structure Fire,04/13/2020,04/13/2020,04/13/2020 02:31:20 PM,04/13/2020 02:34:48 PM,04/13/2020 02:35:07 PM,04/13/2020 02:35:23 PM,04/13/2020 02:40:30 PM,,,Fire,04/13/2020 02:43:17 PM,100 Block of EDDY ST,San Francisco,94102,B03,03,1453,3,3,3,true,Alarm,1,MEDIC,7,3,6,Tenderloin,"(37.78419090478878, -122.4101194834515)",201041814-81
201041802,E13,20044208,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:29:26 PM,04/13/2020 02:30:49 PM,04/13/2020 02:31:13 PM,04/13/2020 02:32:56 PM,04/13/2020 02:35:10 PM,,,Code 2 Transport,04/13/2020 02:42:45 PM,500 Block of MARKET ST,San Francisco,94104,B03,13,2109,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.789063611220065, -122.40180312648046)",201041802-E13
201041802,58,20044208,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:29:26 PM,04/13/2020 02:30:49 PM,04/13/2020 02:31:13 PM,04/13/2020 02:32:09 PM,04/13/2020 02:50:49 PM,04/13/2020 02:51:06 PM,04/13/2020 03:02:48 PM,Code 2 Transport,04/13/2020 03:42:28 PM,500 Block of MARKET ST,San Francisco,94104,B03,13,2109,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.789063611220065, -122.40180312648046)",201041802-58
201041799,56,20044207,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:27:24 PM,04/13/2020 02:30:26 PM,04/13/2020 02:30:45 PM,04/13/2020 02:30:51 PM,04/13/2020 02:41:29 PM,04/13/2020 03:14:37 PM,04/13/2020 03:29:01 PM,Code 2 Transport,04/13/2020 04:04:56 PM,1700 Block of 20TH ST,San Francisco,94107,B10,37,2521,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Potrero Hill,"(37.759824968442175, -122.39869333370096)",201041799-56
201041775,E03,20044205,Outside Fire,04/13/2020,04/13/2020,04/13/2020 02:18:04 PM,04/13/2020 02:20:12 PM,04/13/2020 02:20:24 PM,04/13/2020 02:21:32 PM,04/13/2020 02:23:26 PM,,,Fire,04/13/2020 02:32:14 PM,POST ST/MASON ST,San Francisco,94102,B01,02,1362,3,3,3,true,Fire,1,ENGINE,1,1,3,Nob Hill,"(37.78808218628792, -122.41005693094915)",201041775-E03
201041770,T04,20044204,Smoke Investigation (Outside),04/13/2020,04/13/2020,04/13/2020 02:16:54 PM,04/13/2020 02:18:30 PM,04/13/2020 02:18:40 PM,04/13/2020 02:21:10 PM,04/13/2020 02:30:07 PM,,,Fire,04/13/2020 03:23:55 PM,PENNSYLVANIA AV/23RD ST,San Francisco,94107,B10,25,2535,3,3,3,false,Alarm,1,TRUCK,3,10,10,Potrero Hill,"(37.75509563969537, -122.39288410028556)",201041770-T04
201041770,E37,20044204,Smoke Investigation (Outside),04/13/2020,04/13/2020,04/13/2020 02:16:54 PM,04/13/2020 02:18:30 PM,04/13/2020 02:32:51 PM,04/13/2020 02:34:26 PM,04/13/2020 02:43:12 PM,,,Fire,04/13/2020 03:27:56 PM,PENNSYLVANIA AV/23RD ST,San Francisco,94107,B10,25,2535,3,3,3,false,Alarm,1,ENGINE,4,10,10,Potrero Hill,"(37.75509563969537, -122.39288410028556)",201041770-E37
201041770,E25,20044204,Smoke Investigation (Outside),04/13/2020,04/13/2020,04/13/2020 02:16:54 PM,04/13/2020 02:18:30 PM,04/13/2020 02:18:40 PM,04/13/2020 02:19:53 PM,04/13/2020 02:22:40 PM,,,Fire,04/13/2020 03:27:18 PM,PENNSYLVANIA AV/23RD ST,San Francisco,94107,B10,25,2535,3,3,3,false,Alarm,1,ENGINE,1,10,10,Potrero Hill,"(37.75509563969537, -122.39288410028556)",201041770-E25
201041770,B10,20044204,Smoke Investigation (Outside),04/13/2020,04/13/2020,04/13/2020 02:16:54 PM,04/13/2020 02:18:30 PM,04/13/2020 02:18:40 PM,04/13/2020 02:19:35 PM,04/13/2020 02:24:49 PM,,,Fire,04/13/2020 03:19:02 PM,PENNSYLVANIA AV/23RD ST,San Francisco,94107,B10,25,2535,3,3,3,false,Alarm,1,CHIEF,2,10,10,Potrero Hill,"(37.75509563969537, -122.39288410028556)",201041770-B10
201041766,E17,20044203,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:16:43 PM,04/13/2020 02:16:43 PM,04/13/2020 02:16:59 PM,04/13/2020 02:17:34 PM,,,,Code 2 Transport,04/13/2020 02:27:05 PM,SHAFTER AV/JENNINGS ST,San Francisco,94124,B10,17,6653,A,3,3,true,Potentially Life-Threatening,1,ENGINE,2,10,10,Bayview Hunters Point,"(37.72891865704552, -122.38698420181534)",201041766-E17
201041766,82,20044203,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:16:43 PM,04/13/2020 02:16:43 PM,04/13/2020 02:16:59 PM,04/13/2020 02:19:21 PM,04/13/2020 02:21:49 PM,04/13/2020 02:52:32 PM,04/13/2020 03:05:08 PM,Code 2 Transport,04/13/2020 03:40:03 PM,SHAFTER AV/JENNINGS ST,San Francisco,94124,B10,17,6653,A,3,3,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Bayview Hunters Point,"(37.72891865704552, -122.38698420181534)",201041766-82
201041763,55,20044202,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:12:37 PM,04/13/2020 02:15:43 PM,04/13/2020 02:16:15 PM,04/13/2020 02:16:25 PM,04/13/2020 02:36:35 PM,,,Patient Declined Transport,04/13/2020 03:11:33 PM,2000 Block of BLK GEARY BL,San Francisco,94115,B04,05,3645,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,5,Japantown,"(37.78404842361661, -122.43624845021274)",201041763-55
201041754,RC5,20044201,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:13:52 PM,04/13/2020 02:14:26 PM,04/13/2020 03:33:50 PM,04/13/2020 03:33:50 PM,,,,Code 2 Transport,04/13/2020 03:37:59 PM,0 Block of BACHE ST,San Francisco,94110,B06,32,5751,3,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,3,6,9,Bernal Heights,"(37.73443931097366, -122.4175938547463)",201041754-RC5
201041754,E32,20044201,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:13:52 PM,04/13/2020 02:14:26 PM,04/13/2020 02:14:54 PM,04/13/2020 02:15:57 PM,04/13/2020 02:17:49 PM,,,Code 2 Transport,04/13/2020 02:48:21 PM,0 Block of BACHE ST,San Francisco,94110,B06,32,5751,3,3,3,true,Non Life-threatening,1,ENGINE,1,6,9,Bernal Heights,"(37.73443931097366, -122.4175938547463)",201041754-E32
201041754,53,20044201,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:13:52 PM,04/13/2020 02:14:26 PM,04/13/2020 02:14:54 PM,04/13/2020 02:15:46 PM,04/13/2020 02:24:15 PM,04/13/2020 02:42:54 PM,04/13/2020 02:57:30 PM,Code 2 Transport,04/13/2020 04:03:12 PM,0 Block of BACHE ST,San Francisco,94110,B06,32,5751,3,3,3,true,Non Life-threatening,1,MEDIC,2,6,9,Bernal Heights,"(37.73443931097366, -122.4175938547463)",201041754-53
201041753,QRV2,20044200,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:12:32 PM,04/13/2020 02:13:38 PM,04/13/2020 02:13:56 PM,04/13/2020 02:14:09 PM,04/13/2020 02:17:20 PM,04/13/2020 02:42:08 PM,04/13/2020 02:48:47 PM,Code 2 Transport,04/13/2020 03:07:23 PM,TURK ST/HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78258503328092, -122.41569387210927)",201041753-QRV2
201041753,KM11,20044200,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:12:32 PM,04/13/2020 02:13:38 PM,04/13/2020 02:13:56 PM,04/13/2020 02:14:25 PM,04/13/2020 02:18:49 PM,04/13/2020 02:40:47 PM,04/13/2020 02:46:09 PM,Code 2 Transport,04/13/2020 03:19:06 PM,TURK ST/HYDE ST,San Francisco,94102,B02,03,1554,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.78258503328092, -122.41569387210927)",201041753-KM11
201041751,85,20044199,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:10:34 PM,04/13/2020 02:13:31 PM,04/13/2020 02:15:36 PM,04/13/2020 02:15:45 PM,04/13/2020 02:26:08 PM,,,Patient Declined Transport,04/13/2020 02:36:04 PM,200 Block of KEARNY ST,San Francisco,94108,B01,13,1242,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.79053180581528, -122.40391422083457)",201041751-85
201041727,E05,20044198,Traffic Collision,04/13/2020,04/13/2020,04/13/2020 02:06:26 PM,04/13/2020 02:06:26 PM,04/13/2020 02:06:52 PM,04/13/2020 02:08:55 PM,04/13/2020 02:09:23 PM,,,Patient Declined Transport,04/13/2020 02:19:49 PM,HAYES ST/WEBSTER ST,San Francisco,94102,B02,05,3522,B,3,3,true,Non Life-threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.77604428583926, -122.42955405793079)",201041727-E05
201041727,91,20044198,Traffic Collision,04/13/2020,04/13/2020,04/13/2020 02:06:26 PM,04/13/2020 02:06:26 PM,04/13/2020 02:06:52 PM,04/13/2020 02:07:03 PM,04/13/2020 02:21:24 PM,,,Patient Declined Transport,04/13/2020 02:53:18 PM,HAYES ST/WEBSTER ST,San Francisco,94102,B02,05,3522,B,3,3,true,Non Life-threatening,1,MEDIC,2,2,5,Hayes Valley,"(37.77604428583926, -122.42955405793079)",201041727-91
201041716,T01,20044196,Alarms,04/13/2020,04/13/2020,04/13/2020 02:02:36 PM,04/13/2020 02:04:14 PM,04/13/2020 02:04:25 PM,04/13/2020 02:06:43 PM,,,,Fire,04/13/2020 02:09:46 PM,200 Block of SPEAR ST,San Francisco,94105,B03,35,2114,3,3,3,false,Alarm,1,TRUCK,3,3,6,Financial District/South Beach,"(37.79072909728227, -122.39169871008282)",201041716-T01
201041716,E35,20044196,Alarms,04/13/2020,04/13/2020,04/13/2020 02:02:36 PM,04/13/2020 02:04:14 PM,04/13/2020 02:04:25 PM,04/13/2020 02:06:11 PM,04/13/2020 02:07:44 PM,,,Fire,04/13/2020 02:12:51 PM,200 Block of SPEAR ST,San Francisco,94105,B03,35,2114,3,3,3,true,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,"(37.79072909728227, -122.39169871008282)",201041716-E35
201041716,B03,20044196,Alarms,04/13/2020,04/13/2020,04/13/2020 02:02:36 PM,04/13/2020 02:04:14 PM,04/13/2020 02:04:25 PM,04/13/2020 02:05:25 PM,,,,Fire,04/13/2020 02:12:31 PM,200 Block of SPEAR ST,San Francisco,94105,B03,35,2114,3,3,3,false,Alarm,1,CHIEF,2,3,6,Financial District/South Beach,"(37.79072909728227, -122.39169871008282)",201041716-B03
201041711,E43,20044195,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:01:29 PM,04/13/2020 02:02:26 PM,04/13/2020 02:02:53 PM,04/13/2020 02:03:16 PM,04/13/2020 02:08:10 PM,,,Against Medical Advice,04/13/2020 02:21:20 PM,100 Block of BRAZIL AVE,San Francisco,94112,B09,43,6127,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,"(37.7241714494638, -122.43359678862205)",201041711-E43
201041711,62,20044195,Medical Incident,04/13/2020,04/13/2020,04/13/2020 02:01:29 PM,04/13/2020 02:02:26 PM,04/13/2020 02:02:53 PM,04/13/2020 02:03:28 PM,04/13/2020 02:10:16 PM,,,Against Medical Advice,04/13/2020 03:06:40 PM,100 Block of BRAZIL AVE,San Francisco,94112,B09,43,6127,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,11,Excelsior,"(37.7241714494638, -122.43359678862205)",201041711-62
201041697,79,20044193,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:58:10 PM,04/13/2020 01:58:10 PM,04/13/2020 01:58:25 PM,04/13/2020 02:00:26 PM,04/13/2020 02:11:39 PM,04/13/2020 02:20:01 PM,04/13/2020 02:27:15 PM,Code 2 Transport,04/13/2020 02:57:26 PM,2700 Block of 24TH ST,San Francisco,94110,B06,09,5531,C,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,"(37.752934279097595, -122.40774532132485)",201041697-79
201041683,T02,20044192,Structure Fire,04/13/2020,04/13/2020,04/13/2020 01:54:29 PM,04/13/2020 01:54:29 PM,04/13/2020 01:55:13 PM,04/13/2020 01:56:48 PM,,,,Fire,04/13/2020 01:59:03 PM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,3,3,3,false,Alarm,1,TRUCK,2,1,3,Financial District/South Beach,"(37.79345074259145, -122.39641442216526)",201041683-T02
201041683,E13,20044192,Structure Fire,04/13/2020,04/13/2020,04/13/2020 01:54:29 PM,04/13/2020 01:54:29 PM,04/13/2020 01:55:13 PM,04/13/2020 01:55:55 PM,04/13/2020 01:58:19 PM,,,Fire,04/13/2020 01:58:39 PM,0 Block of DRUMM ST,San Francisco,94111,B01,13,1113,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,"(37.79345074259145, -122.39641442216526)",201041683-E13
201041679,E24,20044191,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:51:01 PM,04/13/2020 01:54:14 PM,04/13/2020 01:58:23 PM,04/13/2020 02:00:04 PM,04/13/2020 02:02:14 PM,,,Code 2 Transport,04/13/2020 02:17:17 PM,100 Block of YUKON ST,San Francisco,94114,B06,24,5266,2,2,2,false,Potentially Life-Threatening,1,ENGINE,1,6,8,Castro/Upper Market,"(37.75782576065323, -122.4423219882244)",201041679-E24
201041679,E12,20044191,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:51:01 PM,04/13/2020 01:54:14 PM,04/13/2020 01:58:23 PM,04/13/2020 01:59:45 PM,,,,Code 2 Transport,04/13/2020 02:05:08 PM,100 Block of YUKON ST,San Francisco,94114,B06,24,5266,2,2,2,true,Potentially Life-Threatening,1,ENGINE,3,6,8,Castro/Upper Market,"(37.75782576065323, -122.4423219882244)",201041679-E12
201041679,66,20044191,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:51:01 PM,04/13/2020 01:54:14 PM,04/13/2020 01:56:19 PM,04/13/2020 01:56:27 PM,04/13/2020 02:06:33 PM,04/13/2020 02:24:22 PM,04/13/2020 02:37:20 PM,Code 2 Transport,04/13/2020 03:12:21 PM,100 Block of YUKON ST,San Francisco,94114,B06,24,5266,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Castro/Upper Market,"(37.75782576065323, -122.4423219882244)",201041679-66
201041672,E41,20044190,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:51:49 PM,04/13/2020 01:53:04 PM,04/13/2020 01:53:18 PM,04/13/2020 01:54:10 PM,04/13/2020 01:55:50 PM,,,Code 2 Transport,04/13/2020 02:07:16 PM,1500 Block of JACKSON ST,San Francisco,94109,B01,41,1633,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,3,Russian Hill,"(37.794194645416354, -122.42056759998843)",201041672-E41
201041672,71,20044190,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:51:49 PM,04/13/2020 01:53:04 PM,04/13/2020 01:53:18 PM,04/13/2020 01:53:43 PM,04/13/2020 01:58:56 PM,04/13/2020 02:21:27 PM,04/13/2020 02:28:21 PM,Code 2 Transport,04/13/2020 03:23:33 PM,1500 Block of JACKSON ST,San Francisco,94109,B01,41,1633,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,3,Russian Hill,"(37.794194645416354, -122.42056759998843)",201041672-71
201041651,T15,20044189,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:42:15 PM,04/13/2020 01:46:05 PM,04/13/2020 01:47:03 PM,04/13/2020 01:49:28 PM,,,,Against Medical Advice,04/13/2020 01:51:18 PM,4600 Block of MISSION ST,San Francisco,94112,B09,43,6121,3,3,3,false,Non Life-threatening,1,TRUCK,3,9,11,Excelsior,"(37.723491318135544, -122.4356217728419)",201041651-T15
201041651,E32,20044189,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:42:15 PM,04/13/2020 01:46:05 PM,04/13/2020 01:47:03 PM,04/13/2020 01:47:57 PM,04/13/2020 01:51:51 PM,,,Against Medical Advice,04/13/2020 01:59:18 PM,4600 Block of MISSION ST,San Francisco,94112,B09,43,6121,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,11,Excelsior,"(37.723491318135544, -122.4356217728419)",201041651-E32
201041651,63,20044189,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:42:15 PM,04/13/2020 01:46:05 PM,04/13/2020 01:47:03 PM,04/13/2020 01:47:42 PM,04/13/2020 01:54:59 PM,,,Against Medical Advice,04/13/2020 02:41:18 PM,4600 Block of MISSION ST,San Francisco,94112,B09,43,6121,3,3,3,true,Non Life-threatening,1,MEDIC,2,9,11,Excelsior,"(37.723491318135544, -122.4356217728419)",201041651-63
201041646,KM14,20044188,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:45:09 PM,04/13/2020 01:45:09 PM,04/13/2020 01:46:07 PM,04/13/2020 01:46:34 PM,04/13/2020 01:48:51 PM,04/13/2020 02:00:37 PM,04/13/2020 02:09:22 PM,Code 2 Transport,04/13/2020 02:47:56 PM,200 Block of LARKIN ST,San Francisco,94102,B02,36,1645,B,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.780036110279944, -122.41678952429797)",201041646-KM14
201041643,RC5,20044187,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:39:45 PM,04/13/2020 01:44:28 PM,04/13/2020 02:59:25 PM,04/13/2020 02:59:25 PM,04/13/2020 03:24:46 PM,,,Code 2 Transport,04/13/2020 03:33:45 PM,0 Block of BISHOP ST,San Francisco,94134,B10,44,6315,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,10,10,Visitacion Valley,"(37.71844350284556, -122.40418778619137)",201041643-RC5
201041643,65,20044187,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:39:45 PM,04/13/2020 01:44:28 PM,04/13/2020 01:45:23 PM,04/13/2020 01:45:45 PM,04/13/2020 01:56:52 PM,04/13/2020 02:27:48 PM,04/13/2020 02:41:30 PM,Code 2 Transport,04/13/2020 03:34:06 PM,0 Block of BISHOP ST,San Francisco,94134,B10,44,6315,2,2,2,true,Non Life-threatening,1,MEDIC,1,10,10,Visitacion Valley,"(37.71844350284556, -122.40418778619137)",201041643-65
201041636,KM09,20044186,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:01 PM,04/13/2020 01:43:10 PM,04/13/2020 01:43:49 PM,04/13/2020 01:44:22 PM,04/13/2020 01:47:01 PM,04/13/2020 02:05:35 PM,04/13/2020 02:16:20 PM,Code 2 Transport,04/13/2020 02:51:01 PM,600 Block of GENEVA AVE,San Francisco,94112,B09,15,8332,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,11,Outer Mission,"(37.71944279827914, -122.44449074242146)",201041636-KM09
201041636,E15,20044186,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:01 PM,04/13/2020 01:43:10 PM,04/13/2020 01:43:49 PM,04/13/2020 01:45:20 PM,04/13/2020 01:45:53 PM,,,Code 2 Transport,04/13/2020 02:03:39 PM,600 Block of GENEVA AVE,San Francisco,94112,B09,15,8332,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Outer Mission,"(37.71944279827914, -122.44449074242146)",201041636-E15
201041635,E01,20044185,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:17 PM,04/13/2020 01:43:10 PM,04/13/2020 01:44:53 PM,04/13/2020 01:45:59 PM,04/13/2020 01:48:54 PM,,,Code 2 Transport,04/13/2020 02:03:05 PM,100 Block of 6TH ST,San Francisco,94103,B03,01,2252,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.77991166933496, -122.40747443962437)",201041635-E01
201041635,54,20044185,Medical Incident,04/13/2020,04/13/2020,04/13/2020 01:41:17 PM,04/13/2020 01:43:10 PM,04/13/2020 01:44:53 PM,04/13/2020 01:44:56 PM,04/13/2020 01:50:21 PM,04/13/2020 02:13:21 PM,04/13/2020 02:28:07 PM,Code 2 Transport,04/13/2020 03:01:48 PM,100 Block of 6TH ST,San Francisco,94103,B03,01,2252,2,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.77991166933496, -122.40747443962437)",201041635-54
